Untitled Adhoc Report,,
Product:LIQUID HAND SOAP,,
Geography,Time,Unit Sales
New York - Multi Outlet,Week Ending 02-09-20,314999.1954
New York - Multi Outlet,Week Ending 02-16-20,304289.0995
New York - Multi Outlet,Week Ending 02-23-20,313876.9173
New York - Multi Outlet,Week Ending 03-01-20,409154.1736
New York - Multi Outlet,Week Ending 03-08-20,834071.7593
New York - Multi Outlet,Week Ending 03-15-20,1227481.533
New York - Multi Outlet,Week Ending 03-22-20,878251.1202
North Carolina - Multi Outlet,Week Ending 12-08-19,220667.2894
North Carolina - Multi Outlet,Week Ending 12-15-19,213176.1354
North Carolina - Multi Outlet,Week Ending 12-22-19,231590.0826
North Carolina - Multi Outlet,Week Ending 12-29-19,221203.9004
North Carolina - Multi Outlet,Week Ending 01-05-20,220128.276
North Carolina - Multi Outlet,Week Ending 01-12-20,204549.5493
North Carolina - Multi Outlet,Week Ending 01-19-20,204600.1599
North Carolina - Multi Outlet,Week Ending 01-26-20,204848.4058
North Carolina - Multi Outlet,Week Ending 02-02-20,231863.6016
North Carolina - Multi Outlet,Week Ending 02-09-20,224641.2984
North Carolina - Multi Outlet,Week Ending 02-16-20,223596.2185
North Carolina - Multi Outlet,Week Ending 02-23-20,212140.0295
North Carolina - Multi Outlet,Week Ending 03-01-20,297122.6832
North Carolina - Multi Outlet,Week Ending 03-08-20,555268.1836
North Carolina - Multi Outlet,Week Ending 03-15-20,801179.3728
North Carolina - Multi Outlet,Week Ending 03-22-20,582838.4122
Ohio - Multi Outlet,Week Ending 12-08-19,283192.0895
Ohio - Multi Outlet,Week Ending 12-15-19,277291.1182
Ohio - Multi Outlet,Week Ending 12-22-19,279205.0714
Ohio - Multi Outlet,Week Ending 12-29-19,262601.6894
Ohio - Multi Outlet,Week Ending 01-05-20,255754.9124
Ohio - Multi Outlet,Week Ending 01-12-20,308360.5418
Ohio - Multi Outlet,Week Ending 01-19-20,250957.6387
Ohio - Multi Outlet,Week Ending 01-26-20,250386.3931
Ohio - Multi Outlet,Week Ending 02-02-20,276290.2353
Ohio - Multi Outlet,Week Ending 02-09-20,280003.0037
Ohio - Multi Outlet,Week Ending 02-16-20,282853.2369
Ohio - Multi Outlet,Week Ending 02-23-20,284750.693
Ohio - Multi Outlet,Week Ending 03-01-20,346574.215
Ohio - Multi Outlet,Week Ending 03-08-20,565296.091
Ohio - Multi Outlet,Week Ending 03-15-20,1216200.009
Ohio - Multi Outlet,Week Ending 03-22-20,820722.4501
Oklahoma - Multi Outlet,Week Ending 12-08-19,73906.2822
Oklahoma - Multi Outlet,Week Ending 12-15-19,69354.59272
Oklahoma - Multi Outlet,Week Ending 12-22-19,69366.16207
Oklahoma - Multi Outlet,Week Ending 12-29-19,71361.47062
Oklahoma - Multi Outlet,Week Ending 01-05-20,71169.99508
Oklahoma - Multi Outlet,Week Ending 01-12-20,68086.19986
Oklahoma - Multi Outlet,Week Ending 01-19-20,64177.56438
Oklahoma - Multi Outlet,Week Ending 01-26-20,63253.41587
Oklahoma - Multi Outlet,Week Ending 02-02-20,68845.87726
Oklahoma - Multi Outlet,Week Ending 02-09-20,74616.48139
Oklahoma - Multi Outlet,Week Ending 02-16-20,70944.88694
Oklahoma - Multi Outlet,Week Ending 02-23-20,69601.41644
Oklahoma - Multi Outlet,Week Ending 03-01-20,85554.39664
Oklahoma - Multi Outlet,Week Ending 03-08-20,139908.8341
Oklahoma - Multi Outlet,Week Ending 03-15-20,250213.901
Oklahoma - Multi Outlet,Week Ending 03-22-20,208022.2961
Oregon - Multi Outlet,Week Ending 12-08-19,73158.18394
Oregon - Multi Outlet,Week Ending 12-15-19,67642.33615
Oregon - Multi Outlet,Week Ending 12-22-19,68502.80415
Oregon - Multi Outlet,Week Ending 12-29-19,64080.28094
Oregon - Multi Outlet,Week Ending 01-05-20,71936.7984
Oregon - Multi Outlet,Week Ending 01-12-20,77603.72161
Oregon - Multi Outlet,Week Ending 01-19-20,61171.85705
Oregon - Multi Outlet,Week Ending 01-26-20,65283.29605
Oregon - Multi Outlet,Week Ending 02-02-20,67665.17948
Oregon - Multi Outlet,Week Ending 02-09-20,70131.04689
Oregon - Multi Outlet,Week Ending 02-16-20,68219.80334
Oregon - Multi Outlet,Week Ending 02-23-20,67614.95563
Oregon - Multi Outlet,Week Ending 03-01-20,125475.7507
Oregon - Multi Outlet,Week Ending 03-08-20,189989.2798
Oregon - Multi Outlet,Week Ending 03-15-20,265265.5936
Oregon - Multi Outlet,Week Ending 03-22-20,184570.8383
Pennsylvania - Multi Outlet,Week Ending 12-08-19,296060.9914
Pennsylvania - Multi Outlet,Week Ending 12-15-19,284900.566
Pennsylvania - Multi Outlet,Week Ending 12-22-19,274859.1667
Pennsylvania - Multi Outlet,Week Ending 12-29-19,257141.4059
Pennsylvania - Multi Outlet,Week Ending 01-05-20,268972.468
Pennsylvania - Multi Outlet,Week Ending 01-12-20,269879.4268
Pennsylvania - Multi Outlet,Week Ending 01-19-20,273613.9544
Pennsylvania - Multi Outlet,Week Ending 01-26-20,271089.9578
Pennsylvania - Multi Outlet,Week Ending 02-02-20,286064.5556
Pennsylvania - Multi Outlet,Week Ending 02-09-20,286679.8604
Pennsylvania - Multi Outlet,Week Ending 02-16-20,280363.7226
Pennsylvania - Multi Outlet,Week Ending 02-23-20,281631.8224
Pennsylvania - Multi Outlet,Week Ending 03-01-20,366993.6102
Pennsylvania - Multi Outlet,Week Ending 03-08-20,670613.5646
Pennsylvania - Multi Outlet,Week Ending 03-15-20,1133883.007
Pennsylvania - Multi Outlet,Week Ending 03-22-20,764191.822
Rhode Island - Multi Outlet,Week Ending 12-08-19,19522.70221
Rhode Island - Multi Outlet,Week Ending 12-15-19,17867.22965
Rhode Island - Multi Outlet,Week Ending 12-22-19,17554.91465
Rhode Island - Multi Outlet,Week Ending 12-29-19,18872.88428
Rhode Island - Multi Outlet,Week Ending 01-05-20,19648.40951
Rhode Island - Multi Outlet,Week Ending 01-12-20,18289.47528
Rhode Island - Multi Outlet,Week Ending 01-19-20,18883.2173
Rhode Island - Multi Outlet,Week Ending 01-26-20,18446.96202
Rhode Island - Multi Outlet,Week Ending 02-02-20,19568.46893
Rhode Island - Multi Outlet,Week Ending 02-09-20,21257.98854
Rhode Island - Multi Outlet,Week Ending 02-16-20,19541.67204
Rhode Island - Multi Outlet,Week Ending 02-23-20,19682.51892
Rhode Island - Multi Outlet,Week Ending 03-01-20,25955.1931
Rhode Island - Multi Outlet,Week Ending 03-08-20,56403.63244
Rhode Island - Multi Outlet,Week Ending 03-15-20,75348.82925
Rhode Island - Multi Outlet,Week Ending 03-22-20,67304.61413
South Carolina - Multi Outlet,Week Ending 12-08-19,103702.2535
South Carolina - Multi Outlet,Week Ending 12-15-19,101035.792
South Carolina - Multi Outlet,Week Ending 12-22-19,113221.3326
South Carolina - Multi Outlet,Week Ending 12-29-19,111781.7109
South Carolina - Multi Outlet,Week Ending 01-05-20,111292.6692
South Carolina - Multi Outlet,Week Ending 01-12-20,107340.1317
South Carolina - Multi Outlet,Week Ending 01-19-20,102079.6088
South Carolina - Multi Outlet,Week Ending 01-26-20,95024.69889
South Carolina - Multi Outlet,Week Ending 02-02-20,106274.0962
South Carolina - Multi Outlet,Week Ending 02-09-20,115894.0192
South Carolina - Multi Outlet,Week Ending 02-16-20,109771.4472
South Carolina - Multi Outlet,Week Ending 02-23-20,103237.3459
South Carolina - Multi Outlet,Week Ending 03-01-20,134971.0905
South Carolina - Multi Outlet,Week Ending 03-08-20,248053.3616
South Carolina - Multi Outlet,Week Ending 03-15-20,404899.4976
South Carolina - Multi Outlet,Week Ending 03-22-20,324586.161
South Dakota - Multi Outlet,Week Ending 12-08-19,17236.88997
South Dakota - Multi Outlet,Week Ending 12-15-19,17267.97463
South Dakota - Multi Outlet,Week Ending 12-22-19,16064.31588
South Dakota - Multi Outlet,Week Ending 12-29-19,16543.81193
South Dakota - Multi Outlet,Week Ending 01-05-20,15755.11751
South Dakota - Multi Outlet,Week Ending 01-12-20,15796.53053
South Dakota - Multi Outlet,Week Ending 01-19-20,13165.74564
South Dakota - Multi Outlet,Week Ending 01-26-20,15396.56475
South Dakota - Multi Outlet,Week Ending 02-02-20,14919.29239
South Dakota - Multi Outlet,Week Ending 02-09-20,16172.71862
South Dakota - Multi Outlet,Week Ending 02-16-20,15578.67274
South Dakota - Multi Outlet,Week Ending 02-23-20,15868.23195
South Dakota - Multi Outlet,Week Ending 03-01-20,19379.66206
South Dakota - Multi Outlet,Week Ending 03-08-20,32484.16295
South Dakota - Multi Outlet,Week Ending 03-15-20,69133.74959
South Dakota - Multi Outlet,Week Ending 03-22-20,47730.64366
Tennessee - Multi Outlet,Week Ending 12-08-19,146704.4726
Tennessee - Multi Outlet,Week Ending 12-15-19,141040.9799
Tennessee - Multi Outlet,Week Ending 12-22-19,144565.1379
Tennessee - Multi Outlet,Week Ending 12-29-19,141531.1153
Tennessee - Multi Outlet,Week Ending 01-05-20,143198.0533
Tennessee - Multi Outlet,Week Ending 01-12-20,162526.5303
Tennessee - Multi Outlet,Week Ending 01-19-20,134445.7384
Tennessee - Multi Outlet,Week Ending 01-26-20,134336.8811
Tennessee - Multi Outlet,Week Ending 02-02-20,145518.4615
Tennessee - Multi Outlet,Week Ending 02-09-20,155739.3875
Tennessee - Multi Outlet,Week Ending 02-16-20,149275.6307
Tennessee - Multi Outlet,Week Ending 02-23-20,146674.587
Tennessee - Multi Outlet,Week Ending 03-01-20,189279.4044
Tennessee - Multi Outlet,Week Ending 03-08-20,347623.2681
Tennessee - Multi Outlet,Week Ending 03-15-20,587299.9715
Tennessee - Multi Outlet,Week Ending 03-22-20,427357.9413
Texas - Multi Outlet,Week Ending 12-08-19,630199.3211
Texas - Multi Outlet,Week Ending 12-15-19,583080.5997
Texas - Multi Outlet,Week Ending 12-22-19,605967.3031
Texas - Multi Outlet,Week Ending 12-29-19,629818.0207
Texas - Multi Outlet,Week Ending 01-05-20,613572.5166
Texas - Multi Outlet,Week Ending 01-12-20,651054.3809
Texas - Multi Outlet,Week Ending 01-19-20,620599.9768
Texas - Multi Outlet,Week Ending 01-26-20,585500.319
Texas - Multi Outlet,Week Ending 02-02-20,630439.8516
Texas - Multi Outlet,Week Ending 02-09-20,658160.8179
Texas - Multi Outlet,Week Ending 02-16-20,715061.7837
Texas - Multi Outlet,Week Ending 02-23-20,617332.1598
Texas - Multi Outlet,Week Ending 03-01-20,917911.1054
Texas - Multi Outlet,Week Ending 03-08-20,1535023.521
Texas - Multi Outlet,Week Ending 03-15-20,2477218.674
Texas - Multi Outlet,Week Ending 03-22-20,1692539.409
Utah - Multi Outlet,Week Ending 12-08-19,68682.17902
Utah - Multi Outlet,Week Ending 12-15-19,67622.20635
Utah - Multi Outlet,Week Ending 12-22-19,70553.62666
Utah - Multi Outlet,Week Ending 12-29-19,55276.32739
Utah - Multi Outlet,Week Ending 01-05-20,57670.68929
Utah - Multi Outlet,Week Ending 01-12-20,70630.19917
Utah - Multi Outlet,Week Ending 01-19-20,55844.80795
Utah - Multi Outlet,Week Ending 01-26-20,58433.1958
Utah - Multi Outlet,Week Ending 02-02-20,62033.41739
Utah - Multi Outlet,Week Ending 02-09-20,63742.9777
Utah - Multi Outlet,Week Ending 02-16-20,64701.52889
Utah - Multi Outlet,Week Ending 02-23-20,66964.16181
Utah - Multi Outlet,Week Ending 03-01-20,95410.52664
Utah - Multi Outlet,Week Ending 03-08-20,180815.3509
Utah - Multi Outlet,Week Ending 03-15-20,232057.6408
Utah - Multi Outlet,Week Ending 03-22-20,151205.7992
Vermont - Multi Outlet,Week Ending 12-08-19,8536.087653
Vermont - Multi Outlet,Week Ending 12-15-19,8741.780109
Vermont - Multi Outlet,Week Ending 12-22-19,9790.76881
Vermont - Multi Outlet,Week Ending 12-29-19,9610.49435
Vermont - Multi Outlet,Week Ending 01-05-20,9950.214825
Vermont - Multi Outlet,Week Ending 01-12-20,10358.57949
Vermont - Multi Outlet,Week Ending 01-19-20,8958.033994
Vermont - Multi Outlet,Week Ending 01-26-20,9261.003276
Vermont - Multi Outlet,Week Ending 02-02-20,9201.97629
Vermont - Multi Outlet,Week Ending 02-09-20,9491.868753
Vermont - Multi Outlet,Week Ending 02-16-20,9763.377473
Vermont - Multi Outlet,Week Ending 02-23-20,10283.99816
Vermont - Multi Outlet,Week Ending 03-01-20,11338.70575
Vermont - Multi Outlet,Week Ending 03-08-20,23895.36505
Vermont - Multi Outlet,Week Ending 03-15-20,36529.60253
Vermont - Multi Outlet,Week Ending 03-22-20,25614.27012
Virginia - Multi Outlet,Week Ending 12-08-19,193642.0033
Virginia - Multi Outlet,Week Ending 12-15-19,188394.531
Virginia - Multi Outlet,Week Ending 12-22-19,193655.842
Virginia - Multi Outlet,Week Ending 12-29-19,185498.7454
Virginia - Multi Outlet,Week Ending 01-05-20,193428.0122
Virginia - Multi Outlet,Week Ending 01-12-20,201584.1778
Virginia - Multi Outlet,Week Ending 01-19-20,189245.5153
Virginia - Multi Outlet,Week Ending 01-26-20,187733.1923
Virginia - Multi Outlet,Week Ending 02-02-20,202434.3012
Virginia - Multi Outlet,Week Ending 02-09-20,203794.8154
Virginia - Multi Outlet,Week Ending 02-16-20,201516.5607
Virginia - Multi Outlet,Week Ending 02-23-20,201268.1763
Virginia - Multi Outlet,Week Ending 03-01-20,277666.7386
Virginia - Multi Outlet,Week Ending 03-08-20,497309.2866
Virginia - Multi Outlet,Week Ending 03-15-20,771196.5101
Virginia - Multi Outlet,Week Ending 03-22-20,573774.3696
Washington - Multi Outlet,Week Ending 12-08-19,133420.7279
Washington - Multi Outlet,Week Ending 12-15-19,125016.5257
Washington - Multi Outlet,Week Ending 12-22-19,124089.2847
Washington - Multi Outlet,Week Ending 12-29-19,114217.8096
Washington - Multi Outlet,Week Ending 01-05-20,132044.7067
Washington - Multi Outlet,Week Ending 01-12-20,138790.2674
Washington - Multi Outlet,Week Ending 01-19-20,115648.1001
Washington - Multi Outlet,Week Ending 01-26-20,123576.9141
Washington - Multi Outlet,Week Ending 02-02-20,132408.9819
Washington - Multi Outlet,Week Ending 02-09-20,130553.2887
Washington - Multi Outlet,Week Ending 02-16-20,130042.8897
Washington - Multi Outlet,Week Ending 02-23-20,129592.1337
Washington - Multi Outlet,Week Ending 03-01-20,244080.9759
Washington - Multi Outlet,Week Ending 03-08-20,417452.5776
Washington - Multi Outlet,Week Ending 03-15-20,470345.5104
Washington - Multi Outlet,Week Ending 03-22-20,309691.1852
West Virginia - Multi Outlet,Week Ending 12-08-19,36875.23425
West Virginia - Multi Outlet,Week Ending 12-15-19,35383.41293
West Virginia - Multi Outlet,Week Ending 12-22-19,34294.22515
West Virginia - Multi Outlet,Week Ending 12-29-19,34877.73234
West Virginia - Multi Outlet,Week Ending 01-05-20,34701.71082
West Virginia - Multi Outlet,Week Ending 01-12-20,44625.77312
West Virginia - Multi Outlet,Week Ending 01-19-20,35887.303
West Virginia - Multi Outlet,Week Ending 01-26-20,34032.35027
West Virginia - Multi Outlet,Week Ending 02-02-20,37833.45644
West Virginia - Multi Outlet,Week Ending 02-09-20,41357.13127
West Virginia - Multi Outlet,Week Ending 02-16-20,40707.30046
West Virginia - Multi Outlet,Week Ending 02-23-20,39660.19192
West Virginia - Multi Outlet,Week Ending 03-01-20,46432.92263
West Virginia - Multi Outlet,Week Ending 03-08-20,76186.37043
West Virginia - Multi Outlet,Week Ending 03-15-20,156671.2411
West Virginia - Multi Outlet,Week Ending 03-22-20,122755.2746
Wisconsin - Multi Outlet,Week Ending 12-08-19,121313.4992
Wisconsin - Multi Outlet,Week Ending 12-15-19,112118.3064
Wisconsin - Multi Outlet,Week Ending 12-22-19,114207.4787
Wisconsin - Multi Outlet,Week Ending 12-29-19,108066.9947
Wisconsin - Multi Outlet,Week Ending 01-05-20,105333.4547
Wisconsin - Multi Outlet,Week Ending 01-12-20,114822.8303
Wisconsin - Multi Outlet,Week Ending 01-19-20,95994.41208
Wisconsin - Multi Outlet,Week Ending 01-26-20,101630.8765
Wisconsin - Multi Outlet,Week Ending 02-02-20,110957.3438
Wisconsin - Multi Outlet,Week Ending 02-09-20,120204.3791
Wisconsin - Multi Outlet,Week Ending 02-16-20,111094.955
Wisconsin - Multi Outlet,Week Ending 02-23-20,112606.7085
Wisconsin - Multi Outlet,Week Ending 03-01-20,136314.7615
Wisconsin - Multi Outlet,Week Ending 03-08-20,220255.6072
Wisconsin - Multi Outlet,Week Ending 03-15-20,482041.8241
Wisconsin - Multi Outlet,Week Ending 03-22-20,331849.054
Wyoming - Multi Outlet,Week Ending 12-08-19,10424.49633
Wyoming - Multi Outlet,Week Ending 12-15-19,10059.41769
Wyoming - Multi Outlet,Week Ending 12-22-19,10162.13513
Wyoming - Multi Outlet,Week Ending 12-29-19,9474.713997
Wyoming - Multi Outlet,Week Ending 01-05-20,10096.98331
Wyoming - Multi Outlet,Week Ending 01-12-20,10401.40357
Wyoming - Multi Outlet,Week Ending 01-19-20,9140.331348
Wyoming - Multi Outlet,Week Ending 01-26-20,9729.052493
Wyoming - Multi Outlet,Week Ending 02-02-20,10347.66906
Wyoming - Multi Outlet,Week Ending 02-09-20,10244.05803
Wyoming - Multi Outlet,Week Ending 02-16-20,10254.35624
Wyoming - Multi Outlet,Week Ending 02-23-20,10158.71925
Wyoming - Multi Outlet,Week Ending 03-01-20,13264.80792
Wyoming - Multi Outlet,Week Ending 03-08-20,24665.7152
Wyoming - Multi Outlet,Week Ending 03-15-20,44177.38448
Wyoming - Multi Outlet,Week Ending 03-22-20,24916.00878
